device_id,iteration,accuracy,f1_score,roc_auc_score,anomaly_classification,fault_classification
183,13,0.7455849889624724,0.5858041329739443,0.8120360612170088,Anomaly Detected,Potential Fault Detected
183,14,0.7362030905077263,0.5709156193895871,0.7964241529639715,Anomaly Detected,Potential Fault Detected
183,15,0.7290286975717439,0.5666372462488968,0.8018244985860913,Anomaly Detected,Potential Fault Detected
183,16,0.7113686534216336,0.5440278988666085,0.7995375340385421,Anomaly Detected,Potential Fault Detected
183,17,0.7168874172185431,0.5648854961832062,0.789216328026812,Anomaly Detected,Potential Fault Detected
183,18,0.7466887417218543,0.5432835820895522,0.7928517425115209,Anomaly Detected,Potential Fault Detected
183,19,0.7323399558498896,0.5650224215246636,0.80095062447633,Anomaly Detected,Potential Fault Detected
183,20,0.7190949227373068,0.569737954353339,0.8109895396941768,Anomaly Detected,Potential Fault Detected
183,21,0.7378587196467992,0.5497630331753555,0.7944096604000838,Anomaly Detected,Potential Fault Detected
183,22,0.7218543046357616,0.5539823008849557,0.7927363714914117,Anomaly Detected,Potential Fault Detected
183,23,0.7235099337748344,0.5699570815450644,0.8065792574361124,Anomaly Detected,Potential Fault Detected
183,24,0.7323399558498896,0.5704162976085031,0.8136643472454965,Anomaly Detected,Potential Fault Detected
183,25,0.7064017660044151,0.5506756756756757,0.7933893223711772,Anomaly Detected,Potential Fault Detected
183,26,0.7317880794701986,0.5629496402877698,0.8041581024821953,Anomaly Detected,Potential Fault Detected
183,27,0.7389624724061811,0.5696087352138307,0.7990032271156264,Anomaly Detected,Potential Fault Detected
183,28,0.7235099337748344,0.5654813529921943,0.8048716026916631,Anomaly Detected,Potential Fault Detected
183,29,0.7522075055187638,0.5593719332679097,0.7826164510892333,Anomaly Detected,Potential Fault Detected
183,30,0.75,0.5563173359451518,0.8027417391076664,Anomaly Detected,Potential Fault Detected
